yes,no,yes-r,no-r
-1.5253093242645264,-1.3370177745819092,-2.0287020206451416,-1.0188019275665283
-1.7071433067321777,-1.2189154624938965,-1.6719762086868286,-1.251134991645813
-0.9910056591033936,-2.5035369396209717,-1.3198076486587524,-1.6216837167739868
-2.2774128913879395,-1.059542179107666,-2.613274335861206,-0.893451452255249
-0.8372145891189575,-2.799427032470703,-1.2653608322143555,-1.617659568786621
-2.0559890270233154,-1.032562017440796,-2.342972755432129,-0.8370409607887268
-1.071626901626587,-2.1072981357574463,-1.672568440437317,-1.3844624757766724
-1.0164124965667725,-2.599613904953003,-1.4700340032577515,-1.5997270345687866
-1.163628101348877,-1.7579026222229004,-1.557913064956665,-1.2696897983551025
-0.9297349452972412,-2.394887685775757,-1.411927580833435,-1.4972814321517944
-0.9535220861434937,-2.5294690132141113,-1.3916449546813965,-1.6183123588562012
-1.5447496175765991,-1.357897162437439,-1.4255683422088623,-1.6341750621795654
-1.164185881614685,-1.9207338094711304,-1.4296619892120361,-1.834388017654419
-1.6163965463638306,-1.3250623941421509,-1.7997242212295532,-1.2101999521255493
-1.2884833812713623,-1.6512534618377686,-1.504711389541626,-1.458650827407837
-0.9339172840118408,-2.3556206226348877,-1.4353909492492676,-1.3423867225646973
-1.2062084674835205,-2.225752115249634,-1.5741748809814453,-1.8910484313964844
-0.9357476234436035,-2.4652180671691895,-1.4250887632369995,-1.5098150968551636
-0.9770317077636719,-2.3735828399658203,-1.3587440252304077,-1.9335139989852905
-1.2827383279800415,-1.4466882944107056,-1.4207851886749268,-1.4893314838409424
-1.8016592264175415,-1.0540777444839478,-1.6378581523895264,-1.2045543193817139
-1.2745918035507202,-1.627691626548767,-1.1323084831237793,-1.933058261871338
-1.603271484375,-1.3179292678833008,-1.3690396547317505,-1.5839730501174927
-1.0565989017486572,-2.0277817249298096,-1.1859948635101318,-2.0626943111419678
-1.1025021076202393,-2.28975510597229,-1.668975591659546,-1.515817403793335
-1.0335404872894287,-2.248786687850952,-1.3150708675384521,-1.7491319179534912
-0.895182728767395,-2.5473251342773438,-1.1734790802001953,-1.8551616668701172
-1.2547414302825928,-1.6747090816497803,-1.250663161277771,-1.6256211996078491
-1.5916142463684082,-1.0918965339660645,-2.1203062534332275,-0.9733870029449463
-1.042519450187683,-2.2062063217163086,-1.4540435075759888,-1.5537501573562622
-1.0539053678512573,-2.288151741027832,-1.4126410484313965,-1.953965663909912
-1.133073329925537,-2.3125548362731934,-1.5427931547164917,-1.5299614667892456
-1.681623935699463,-1.207014560699463,-1.6806858777999878,-1.221840739250183
-1.1668479442596436,-1.7863776683807373,-1.5650469064712524,-1.5701872110366821
-0.903636634349823,-2.6761319637298584,-1.458910584449768,-1.3889318704605103
-1.2930519580841064,-1.224757432937622,-1.5340031385421753,-1.0912350416183472
-0.8640586137771606,-3.0167551040649414,-1.3106234073638916,-1.7567427158355713
-1.8179411888122559,-1.1276545524597168,-1.9452316761016846,-1.0278427600860596
-1.0501761436462402,-2.1733546257019043,-1.2355523109436035,-1.3933587074279785
-1.1640688180923462,-2.0624794960021973,-1.669281244277954,-1.226731538772583
-1.2740389108657837,-1.4785372018814087,-1.7582876682281494,-1.0526907444000244
-1.1665226221084595,-2.258838176727295,-1.729837417602539,-1.4037847518920898
-1.2299566268920898,-1.9064626693725586,-1.7668676376342773,-1.1929121017456055
-1.2980449199676514,-1.3565700054168701,-1.333727240562439,-1.5458816289901733
-1.1136538982391357,-2.165611982345581,-1.3523609638214111,-1.754115343093872
-1.662842869758606,-1.1581050157546997,-1.7918369770050049,-1.2143490314483643
-1.2510042190551758,-2.1003475189208984,-1.6261776685714722,-1.351021647453308
-1.0548175573349,-2.2983784675598145,-1.3206239938735962,-1.7750402688980103
-1.343438744544983,-1.382897973060608,-1.7700992822647095,-1.1336723566055298
-1.4269955158233643,-1.4761707782745361,-2.0713701248168945,-0.9346781969070435
-1.7664458751678467,-1.165952444076538,-1.7312419414520264,-1.3077991008758545
-1.1007776260375977,-2.0180158615112305,-1.8539828062057495,-1.0736101865768433
-1.2031373977661133,-1.9072504043579102,-1.1590129137039185,-1.9332743883132935
-1.0414535999298096,-2.4203407764434814,-1.2979185581207275,-2.027437448501587
-1.2756887674331665,-1.6965490579605103,-1.7290143966674805,-1.2990713119506836
-2.030442953109741,-0.9969232082366943,-1.8816319704055786,-0.9712449312210083
-2.2284743785858154,-0.995581328868866,-2.5944154262542725,-1.0206868648529053
-1.5655547380447388,-1.2199641466140747,-1.8179564476013184,-1.2345633506774902
-1.4837899208068848,-1.3891425132751465,-1.7098300457000732,-1.2308986186981201
-0.9341816306114197,-2.3605904579162598,-1.4555476903915405,-1.4909175634384155
-0.9458979964256287,-2.8904857635498047,-1.4220119714736938,-2.0724844932556152
-1.162955403327942,-2.016268730163574,-1.8567876815795898,-1.1159095764160156
-1.2843804359436035,-1.4889473915100098,-1.3789170980453491,-1.5289090871810913
-1.4974312782287598,-1.2753205299377441,-1.2216594219207764,-1.6358802318572998
-0.8943468332290649,-2.574995517730713,-1.2918506860733032,-1.8226505517959595
-1.2527081966400146,-1.6813733577728271,-1.755819320678711,-1.2201957702636719
-2.074859380722046,-0.94407057762146,-1.8354707956314087,-1.0950895547866821
-0.9947613477706909,-2.492330551147461,-1.4755057096481323,-1.5119761228561401
-1.2033326625823975,-1.6230905055999756,-1.2513760328292847,-1.7311867475509644
-1.7183125019073486,-1.1173489093780518,-2.3283495903015137,-0.8947709798812866
-1.0130507946014404,-2.3834407329559326,-1.3515976667404175,-1.6973141431808472
-1.099537968635559,-2.4067516326904297,-1.438711166381836,-1.5962600708007812
-1.6755003929138184,-1.2520976066589355,-1.3880515098571777,-1.6662096977233887
-1.0372047424316406,-2.4224071502685547,-1.5875425338745117,-1.3812284469604492
-1.2125749588012695,-1.9792718887329102,-1.6070244312286377,-1.2805664539337158
-0.9993460178375244,-2.472468614578247,-1.1424000263214111,-2.1319077014923096
-1.8887678384780884,-1.0992904901504517,-1.8505539894104004,-1.155622959136963
-2.0227770805358887,-0.9658713936805725,-1.6850178241729736,-1.3365881443023682
-1.1357862949371338,-1.891491174697876,-1.230596899986267,-1.851406455039978
-1.130077838897705,-1.7478547096252441,-1.292962670326233,-1.667352318763733
-1.0834262371063232,-2.205660581588745,-1.604995608329773,-1.3952101469039917
-1.3014320135116577,-1.5277923345565796,-1.2568715810775757,-1.8387311697006226
-2.29683518409729,-0.92104172706604,-2.3539681434631348,-0.8942837715148926
-0.8401434421539307,-2.473860025405884,-1.0985214710235596,-2.205064058303833
-1.2214126586914062,-1.6901264190673828,-1.5191924571990967,-1.596501111984253
-0.9311819076538086,-2.5115346908569336,-1.25495183467865,-1.8600324392318726
-1.063668966293335,-2.144028425216675,-1.4934161901474,-1.3840659856796265
-1.2381049394607544,-1.8001939058303833,-1.6155388355255127,-1.2286341190338135
-1.544514536857605,-1.3869179487228394,-2.160789966583252,-0.9599364995956421
-1.3377660512924194,-1.8333925008773804,-1.594618320465088,-1.4453492164611816
-1.6457463502883911,-1.2969743013381958,-1.8472907543182373,-1.0604112148284912
-1.0286182165145874,-2.6352219581604004,-1.3809988498687744,-1.618316888809204
-1.0524630546569824,-2.8224730491638184,-1.348199486732483,-1.8765074014663696
-1.0981601476669312,-1.9705547094345093,-1.6720548868179321,-1.327354073524475
-1.0111422538757324,-2.5203051567077637,-1.5110079050064087,-1.5679823160171509
-1.499405860900879,-1.3383893966674805,-1.9841318130493164,-1.1287641525268555
-1.3311946392059326,-1.5845897197723389,-1.6813651323318481,-1.3507109880447388
-1.006424903869629,-2.9084854125976562,-1.6150434017181396,-1.6866967678070068
-1.2595624923706055,-1.4503612518310547,-1.8061375617980957,-1.0968995094299316
-1.9133269786834717,-1.0869176387786865,-2.4096248149871826,-0.9433018565177917
-1.1364715099334717,-1.8527858257293701,-1.5445657968521118,-1.4018102884292603
-1.991117000579834,-0.9830736517906189,-2.07721209526062,-0.9993712902069092
-1.1785502433776855,-1.8004794120788574,-1.7006276845932007,-1.3401979207992554
-1.1549630165100098,-2.1015877723693848,-2.0245003700256348,-1.1848492622375488
-1.180303692817688,-1.707790493965149,-1.7059190273284912,-1.1438405513763428
-2.1523518562316895,-0.913002610206604,-1.9795587062835693,-1.06327223777771
-1.4377520084381104,-1.5762369632720947,-1.4100180864334106,-1.5957890748977661
-1.6708805561065674,-1.0597012042999268,-1.9915341138839722,-0.9971636533737183
-1.1971148252487183,-2.1509552001953125,-1.455143690109253,-1.6195590496063232
-0.9869704246520996,-2.740720272064209,-1.1597199440002441,-2.0629124641418457
-1.2582281827926636,-1.8247946500778198,-1.2785731554031372,-1.8886653184890747
-1.4036058187484741,-1.5798505544662476,-1.3420705795288086,-1.662489891052246
-1.2246378660202026,-1.9191607236862183,-1.6492326259613037,-1.3791825771331787
-2.2034153938293457,-0.9959989190101624,-2.01578426361084,-1.0601471662521362
-0.9636135101318359,-2.660983085632324,-1.3605201244354248,-1.606926679611206
-1.710031270980835,-0.9942720532417297,-2.1962709426879883,-0.9194239974021912
-1.6403177976608276,-1.2579773664474487,-1.6161658763885498,-1.4137256145477295
-0.944584846496582,-3.070235252380371,-1.2559336423873901,-1.8488577604293823
-2.105351448059082,-0.9764336347579956,-2.0190773010253906,-1.0021401643753052
-1.1881136894226074,-1.830376148223877,-1.6285641193389893,-1.2980358600616455
-1.7077993154525757,-1.1577829122543335,-1.8044493198394775,-1.1368439197540283
-2.0692861080169678,-0.9995858669281006,-1.5730445384979248,-1.388268232345581
-1.6068124771118164,-1.140151023864746,-1.3387855291366577,-1.4830058813095093
-1.6878803968429565,-1.223521113395691,-1.2545385360717773,-1.6566390991210938
-1.184523105621338,-1.940544605255127,-1.6676819324493408,-1.2913506031036377
-1.3655446767807007,-1.8340238332748413,-1.9487098455429077,-1.291063666343689
-2.0450053215026855,-0.9508873224258423,-1.925724983215332,-1.1218986511230469
-1.0864757299423218,-2.327854633331299,-1.329188346862793,-1.776998519897461
-1.548619270324707,-1.288630485534668,-1.8147319555282593,-1.1465495824813843
-1.3059930801391602,-1.760666847229004,-1.4071044921875,-1.4797725677490234
-1.3039263486862183,-1.7233065366744995,-1.6887301206588745,-1.2012995481491089
-0.9529980421066284,-2.446599006652832,-1.4820197820663452,-1.4751476049423218
-1.0909602642059326,-2.4227397441864014,-1.30347740650177,-2.0734643936157227
-1.1375069618225098,-1.9398274421691895,-1.2654469013214111,-1.9839355945587158
-1.457732915878296,-1.2353971004486084,-1.7889477014541626,-1.0818849802017212
-1.0371989011764526,-2.0788803100585938,-1.4685521125793457,-1.4409947395324707
-1.3451718091964722,-1.6761540174484253,-1.5604944229125977,-1.286026954650879
-1.1406588554382324,-2.1525673866271973,-1.658506155014038,-1.2968251705169678
-1.1404781341552734,-1.8871479034423828,-1.2276041507720947,-2.1120588779449463
-1.6606732606887817,-1.1800652742385864,-1.6654934883117676,-1.3427729606628418
-1.4643980264663696,-1.2641264200210571,-1.8947601318359375,-0.9975872039794922
-0.963289737701416,-2.3960299491882324,-1.2886059284210205,-1.6166174411773682
-1.0383328199386597,-2.1874608993530273,-1.5382694005966187,-1.560930609703064
-0.908080518245697,-2.9707159996032715,-1.263749599456787,-1.8390860557556152
-1.2365309000015259,-1.522093415260315,-1.4384708404541016,-1.2360153198242188
-1.1836708784103394,-1.74400794506073,-1.5027246475219727,-1.5683927536010742
-1.332442283630371,-1.741398811340332,-1.1772326231002808,-1.9601649045944214
-1.3935154676437378,-1.4183357954025269,-1.80670166015625,-1.0436153411865234
-1.3273226022720337,-1.725772500038147,-1.4510316848754883,-1.5769166946411133
-1.064652919769287,-2.147246837615967,-1.4189444780349731,-1.613932728767395
-1.2592614889144897,-1.8760179281234741,-1.2388370037078857,-1.7199294567108154
-1.5351543426513672,-1.3709087371826172,-1.947124719619751,-1.0304720401763916
-0.9039859771728516,-2.832172393798828,-1.2991416454315186,-1.7402427196502686
-1.5351037979125977,-1.2861871719360352,-1.5099425315856934,-1.144589900970459
-0.8866655826568604,-2.613771677017212,-1.4686830043792725,-1.6345117092132568
-1.3686176538467407,-1.6961265802383423,-1.691211462020874,-1.177274465560913
-1.3062742948532104,-1.7950323820114136,-1.3410838842391968,-1.684912085533142
-1.0428283214569092,-2.130303144454956,-1.3833510875701904,-1.6704127788543701
-0.9388586282730103,-2.4891133308410645,-1.521111011505127,-1.650768756866455
-1.1756664514541626,-1.9622589349746704,-1.4539393186569214,-1.6185044050216675
-1.8576149940490723,-1.1157898902893066,-1.994316577911377,-0.9702478051185608
-1.0897789001464844,-2.0197439193725586,-1.5723488330841064,-1.2677319049835205
-1.0998892784118652,-2.2385287284851074,-1.438193440437317,-1.5148459672927856
-1.6615968942642212,-1.2431331872940063,-1.9953410625457764,-1.1201350688934326
-1.6555911302566528,-1.0912667512893677,-1.893986701965332,-1.1048307418823242
-2.253099203109741,-0.8513362407684326,-2.135491371154785,-0.9119729995727539
-1.3620985746383667,-1.500421404838562,-1.2137565612792969,-2.0204172134399414
-1.2816181182861328,-1.8670997619628906,-1.7681218385696411,-1.1884719133377075
-2.0492429733276367,-0.9518118500709534,-2.1183853149414062,-1.0062894821166992
-1.3380128145217896,-1.5053921937942505,-1.708339810371399,-1.2388287782669067
-1.3966586589813232,-1.5951144695281982,-1.1618989706039429,-1.8687642812728882
-2.1837661266326904,-0.9609934687614441,-2.136458158493042,-0.9586895108222961
-1.5285276174545288,-1.350608229637146,-1.629661202430725,-1.3270641565322876
-1.525800347328186,-1.440442681312561,-1.8752201795578003,-1.1681030988693237
-1.2088805437088013,-1.4276858568191528,-1.6124465465545654,-1.4161231517791748
-1.459702491760254,-1.421269416809082,-1.807192087173462,-1.1625444889068604
-1.9510821104049683,-1.1367014646530151,-1.970442533493042,-0.9872996211051941
-1.4661084413528442,-1.3813611268997192,-1.25375497341156,-1.8277753591537476
-1.7815271615982056,-1.2084203958511353,-2.190007209777832,-1.029051661491394
-2.1422276496887207,-0.9809765815734863,-2.3506503105163574,-0.8416992425918579
-1.1693898439407349,-1.894088864326477,-1.7002577781677246,-1.4232726097106934
-1.055325984954834,-2.176842212677002,-1.444095253944397,-1.5799576044082642
-1.4904333353042603,-1.4148260354995728,-1.3929005861282349,-1.5665961503982544
-1.138693928718567,-1.938700795173645,-1.4672865867614746,-1.5631022453308105
-1.9085630178451538,-1.0210241079330444,-1.9195587635040283,-1.0551903247833252
-1.6003997325897217,-1.1647260189056396,-1.9999499320983887,-0.985532283782959
-1.7447521686553955,-1.1627800464630127,-2.21828031539917,-0.8831019401550293
-1.5051398277282715,-1.3375773429870605,-1.878126859664917,-1.006218671798706
-1.6769150495529175,-1.2984141111373901,-2.2391276359558105,-0.9051719903945923
-1.7752166986465454,-1.070198655128479,-1.55663001537323,-1.3437241315841675
-1.0597784519195557,-2.2308218479156494,-1.491701602935791,-1.5174908638000488
-1.1901854276657104,-1.8876608610153198,-1.2187451124191284,-1.912474513053894
-1.0766682624816895,-2.672354221343994,-1.3630138635635376,-1.775255799293518
-1.1366245746612549,-2.1766140460968018,-1.4928635358810425,-1.506569743156433
-0.9573861360549927,-2.3091135025024414,-1.6295489072799683,-1.3639544248580933
-2.1235320568084717,-0.97416752576828,-2.132479667663574,-0.970240592956543
-1.929608941078186,-1.198785424232483,-2.1448922157287598,-1.049359679222107
-0.9598855376243591,-2.1589365005493164,-1.5209327936172485,-1.44438898563385
-2.1180388927459717,-1.0750701427459717,-2.090383529663086,-0.9123115539550781
-1.6912542581558228,-1.1109272241592407,-1.6591819524765015,-1.1604465246200562
-1.4422540664672852,-1.295701026916504,-1.6900670528411865,-1.1031243801116943
-1.079582691192627,-2.6028923988342285,-1.6704065799713135,-1.4473001956939697
-1.3049570322036743,-1.619097352027893,-1.1508735418319702,-2.210340976715088
-1.2198150157928467,-1.6530368328094482,-1.7848470211029053,-1.255497694015503
-1.9884285926818848,-1.1271710395812988,-2.036569595336914,-1.021148681640625
-1.4075093269348145,-1.7426962852478027,-1.684388518333435,-1.2663511037826538
-1.3994855880737305,-1.631760597229004,-1.9033708572387695,-1.0744609832763672
-1.0073939561843872,-2.642693519592285,-1.442238211631775,-1.6866534948349
-1.1329982280731201,-1.941368818283081,-1.5941556692123413,-1.380048155784607
-1.1131508350372314,-2.124202013015747,-1.6938270330429077,-1.3945029973983765
-1.0369269847869873,-1.8124396800994873,-1.3027286529541016,-1.7221565246582031
-1.569701910018921,-1.0916917324066162,-1.6013834476470947,-1.212902307510376
-1.1816620826721191,-1.7576584815979004,-1.3588151931762695,-1.636138916015625
-1.0659486055374146,-1.9863606691360474,-1.4011199474334717,-1.5243251323699951
-1.0382471084594727,-1.959477424621582,-1.6438995599746704,-1.1718097925186157
-1.4452192783355713,-1.1873724460601807,-1.3654870986938477,-1.6697454452514648
-1.1488944292068481,-1.8532840013504028,-1.6257076263427734,-1.2286643981933594
-1.8227882385253906,-0.9933013916015625,-1.9918129444122314,-1.0409691333770752
-0.9833176136016846,-2.2358925342559814,-1.4715440273284912,-1.3553407192230225
-2.028937339782715,-0.9194136261940002,-2.0560367107391357,-1.0415065288543701
-1.080938458442688,-2.1598310470581055,-1.5416759252548218,-1.5016731023788452
-1.0964609384536743,-1.9172025918960571,-1.4137885570526123,-1.3993384838104248
-0.9656440019607544,-2.886471748352051,-1.2464098930358887,-1.8995985984802246
-1.1172125339508057,-1.9738810062408447,-1.5705355405807495,-1.3840397596359253
-1.7900413274765015,-1.2385228872299194,-1.9072610139846802,-1.103878140449524
-2.1157357692718506,-1.0900170803070068,-2.1590678691864014,-1.0997893810272217
-0.9799038171768188,-2.2997612953186035,-1.3351078033447266,-1.7232532501220703
-1.5431991815567017,-1.3720699548721313,-1.4746466875076294,-1.501918911933899
-0.9749531149864197,-2.6181225776672363,-1.4079575538635254,-1.754467487335205
-2.2319583892822266,-1.1181601285934448,-2.0532217025756836,-1.074594497680664
-1.0982296466827393,-2.178218126296997,-1.6055610179901123,-1.2361600399017334
-1.072721004486084,-2.0744566917419434,-1.6084636449813843,-1.481122374534607
-1.1847221851348877,-1.6176226139068604,-1.7498810291290283,-1.0475285053253174
-1.3510727882385254,-1.3030972480773926,-1.5994572639465332,-1.2221856117248535
-1.9048635959625244,-1.0688879489898682,-1.8441543579101562,-1.2645807266235352
-1.41650390625,-1.7679519653320312,-2.599490165710449,-0.8921290636062622
-1.0061936378479004,-2.3389010429382324,-1.4542328119277954,-1.5632015466690063
-2.3650574684143066,-1.064489722251892,-2.318490982055664,-0.8938177824020386
-1.9666328430175781,-0.9391441941261292,-1.6775555610656738,-1.3314318656921387
-1.2041981220245361,-1.7292416095733643,-1.348402738571167,-1.585259199142456
-1.8886281251907349,-1.1838256120681763,-2.1848411560058594,-0.889799952507019
-1.744476079940796,-1.221923589706421,-2.800286054611206,-0.8862254619598389
-0.9927712082862854,-2.5759963989257812,-1.3794326782226562,-1.7441463470458984
-1.27125084400177,-1.5725289583206177,-1.6423286199569702,-1.3434585332870483
-1.693584680557251,-1.1336758136749268,-1.7096295356750488,-1.1531147956848145
-1.0789605379104614,-1.8091202974319458,-1.2588444948196411,-1.5756922960281372
-2.2033603191375732,-0.9564960598945618,-2.177031993865967,-0.8949981927871704
-1.0087246894836426,-2.720090389251709,-1.3659188747406006,-1.930936574935913
-1.2598326206207275,-1.8167479038238525,-1.4987883567810059,-1.6018385887145996
-1.7002265453338623,-1.157973051071167,-1.7584478855133057,-1.2848684787750244
-1.1985104084014893,-1.415370225906372,-1.4824872016906738,-1.2849583625793457
-1.3324247598648071,-1.682982087135315,-1.7734792232513428,-1.1952455043792725
-1.3240453004837036,-1.464605450630188,-1.4288073778152466,-1.5034018754959106
-2.2595746517181396,-0.8677422404289246,-2.3351075649261475,-0.8869759440422058
-1.1208605766296387,-1.875074863433838,-1.7379357814788818,-1.1214139461517334
-0.987682044506073,-2.3082005977630615,-1.4872709512710571,-1.5683656930923462
-1.36762535572052,-1.3434382677078247,-2.2636337280273438,-0.7337283492088318
-1.5789918899536133,-1.6239519119262695,-2.354745388031006,-0.8346115350723267
-1.0164633989334106,-2.315828323364258,-1.5015232563018799,-1.4037373065948486
-1.1446161270141602,-1.8067522048950195,-1.3534945249557495,-1.6451205015182495
-1.3921443223953247,-1.4591227769851685,-1.7486038208007812,-1.2700519561767578
-1.527186393737793,-1.3695192337036133,-1.3245114088058472,-1.662852168083191
-2.1791205406188965,-0.8863207101821899,-1.9159691333770752,-1.0220119953155518
-0.8978880047798157,-3.006787061691284,-1.4230480194091797,-1.6689891815185547
-1.2447831630706787,-1.8217332363128662,-1.6803094148635864,-1.3932448625564575
-1.0533124208450317,-2.3585052490234375,-1.427626609802246,-1.7637109756469727
-0.8182368874549866,-2.570664882659912,-1.4844235181808472,-1.4535378217697144
-1.371431589126587,-1.5514299869537354,-1.8068701028823853,-1.292397141456604
-1.1317390203475952,-2.0458950996398926,-1.5416922569274902,-1.447293758392334
-1.3953527212142944,-1.5485490560531616,-1.6053403615951538,-1.292065978050232
-1.7127279043197632,-1.3426717519760132,-1.843004584312439,-1.1190189123153687
-1.1399593353271484,-1.7560548782348633,-1.5068527460098267,-1.5411335229873657
-0.9436072111129761,-2.839198112487793,-1.3565722703933716,-1.6494208574295044
-1.3806778192520142,-1.4433695077896118,-1.8496103286743164,-1.180746078491211
-1.1227792501449585,-2.2137675285339355,-1.5507962703704834,-1.3657662868499756
-1.5544804334640503,-1.3737629652023315,-1.8380173444747925,-1.2190865278244019
-1.9007325172424316,-1.03562593460083,-2.13051438331604,-0.9997551441192627
-1.3645594120025635,-1.6789371967315674,-1.542880654335022,-1.4936186075210571
-1.311636209487915,-1.920086145401001,-1.6924575567245483,-1.2861236333847046
-2.0836617946624756,-1.0366017818450928,-2.1989927291870117,-1.0079450607299805
-1.000663161277771,-2.198901653289795,-1.5186493396759033,-1.4990379810333252
-2.4710092544555664,-1.0899113416671753,-2.0930511951446533,-1.0342648029327393
-0.9881786108016968,-2.2552380561828613,-1.3825422525405884,-1.6463037729263306
-1.0444645881652832,-2.23283052444458,-1.6367082595825195,-1.3615827560424805
-1.093746304512024,-2.2334365844726562,-1.3641517162322998,-1.7833850383758545
-1.2581881284713745,-1.7477024793624878,-1.6318724155426025,-1.3273890018463135
-1.467629313468933,-1.3722447156906128,-1.8042962551116943,-1.1377484798431396
-0.935699999332428,-3.16105318069458,-1.4576340913772583,-1.7304879426956177
-2.247727155685425,-0.9578712582588196,-2.46004581451416,-0.9260988831520081
-1.2158674001693726,-1.5633519887924194,-1.4473732709884644,-1.350291132926941
-0.956346869468689,-2.534132480621338,-1.4651436805725098,-1.8361620903015137
-1.3309035301208496,-1.6667351722717285,-1.8813724517822266,-1.0898075103759766
-1.446868658065796,-1.5613210201263428,-1.4498844146728516,-1.5412120819091797
-2.0446839332580566,-0.9998286962509155,-2.4463229179382324,-0.9271560907363892
-1.3676555156707764,-1.526970624923706,-2.4529170989990234,-0.8539179563522339
-1.1289823055267334,-1.922485113143921,-1.6444487571716309,-1.2799477577209473
-1.7458953857421875,-1.1938505172729492,-1.9286530017852783,-1.0974361896514893
-1.9372730255126953,-1.1577224731445312,-2.115974187850952,-0.9474847316741943
-1.9681239128112793,-0.9777979850769043,-1.6907474994659424,-1.2539570331573486
-1.0866692066192627,-1.9763805866241455,-1.463372826576233,-1.6741501092910767
-1.7987704277038574,-1.1047701835632324,-2.1530001163482666,-0.9826280474662781
-1.0799880027770996,-2.298922061920166,-1.5839524269104004,-1.5421900749206543
-1.7881475687026978,-1.1032453775405884,-1.8084546327590942,-1.081722378730774
-1.6745920181274414,-1.0840330123901367,-1.903169870376587,-0.9058067798614502
-1.736804723739624,-1.0450799465179443,-1.9548135995864868,-1.062548279762268
-1.0330473184585571,-2.107017993927002,-1.595393419265747,-1.2622787952423096
-1.1464087963104248,-2.2239367961883545,-1.4585301876068115,-1.8040921688079834
-1.2105058431625366,-2.1263136863708496,-1.206270456314087,-2.100931406021118
-0.8781456351280212,-2.5823521614074707,-1.4114704132080078,-1.8048553466796875
-1.6585389375686646,-1.100591778755188,-1.4920722246170044,-1.5908328294754028
