yes,no,yes-r,no-r
-1.9784085750579834,-2.4611852169036865,-1.932369589805603,-2.267317295074463
-1.8663839101791382,-1.3052228689193726,-1.7657880783081055,-1.151930809020996
-2.3188774585723877,-2.3210651874542236,-1.5728847980499268,-1.4736073017120361
-1.3915281295776367,-2.324540138244629,-1.706371784210205,-2.5219178199768066
-1.5901308059692383,-1.4887571334838867,-2.0064427852630615,-1.8660962581634521
-2.2038443088531494,-1.6759531497955322,-2.1890785694122314,-1.6928150653839111
-1.252339482307434,-1.8580275774002075,-1.7435437440872192,-1.7802163362503052
-1.7789316177368164,-1.6892499923706055,-1.7324626445770264,-1.7034480571746826
-1.5455739498138428,-1.4371888637542725,-1.6662026643753052,-1.6574212312698364
-2.4013760089874268,-2.259230852127075,-1.8181811571121216,-1.4634028673171997
-2.2265026569366455,-1.9806625843048096,-1.9720901250839233,-1.2607272863388062
-2.133005142211914,-1.3863239288330078,-2.3525350093841553,-1.7360246181488037
-1.2610191106796265,-1.647100806236267,-1.6974619626998901,-1.5475958585739136
-1.981618046760559,-1.3495360612869263,-2.2928435802459717,-1.8689067363739014
-1.5068061351776123,-1.9533641338348389,-2.211534023284912,-2.057389736175537
-1.4389432668685913,-2.013545513153076,-1.5784640312194824,-2.105983257293701
-2.1531500816345215,-1.9060510396957397,-2.0584378242492676,-2.077759265899658
-1.3047783374786377,-1.9539616107940674,-1.6958587169647217,-1.987532377243042
-1.6541470289230347,-1.8668488264083862,-2.0802674293518066,-1.7732397317886353
-2.4978110790252686,-1.6182010173797607,-2.2103867530822754,-1.3937249183654785
-2.235947608947754,-2.6221513748168945,-2.0879971981048584,-1.9410779476165771
-2.087639331817627,-2.0445313453674316,-1.646860122680664,-2.1718616485595703
-1.9500031471252441,-1.815258502960205,-1.936132550239563,-1.9257718324661255
-1.494755744934082,-1.9243555068969727,-1.7859079837799072,-1.6687071323394775
-1.897503137588501,-1.3481600284576416,-1.8074555397033691,-1.3864483833312988
-1.1990065574645996,-1.7172236442565918,-1.6335793733596802,-1.823360562324524
-2.174135684967041,-1.5582566261291504,-2.0245914459228516,-1.086521029472351
-1.7569682598114014,-1.8819835186004639,-1.8260048627853394,-2.183314323425293
-1.7159764766693115,-1.584472417831421,-2.1146650314331055,-1.848771095275879
-1.7224928140640259,-1.4754434823989868,-1.8188889026641846,-1.8316376209259033
-1.5805749893188477,-2.0989065170288086,-2.1481194496154785,-2.2547459602355957
-1.2757827043533325,-1.7432814836502075,-1.654759407043457,-2.015275001525879
-2.164008855819702,-1.8739850521087646,-2.478050708770752,-1.3352875709533691
-1.7068030834197998,-1.7119815349578857,-2.279161214828491,-1.6865746974945068
-2.69627046585083,-1.6352124214172363,-2.381746530532837,-2.247293710708618
-1.55840003490448,-2.041348457336426,-1.7762839794158936,-2.1938865184783936
-1.501386284828186,-1.6798816919326782,-1.9477276802062988,-1.9100956916809082
-1.6680344343185425,-2.463534355163574,-1.690506100654602,-2.3006515502929688
-1.0456377267837524,-1.851601243019104,-1.6686537265777588,-2.0496370792388916
-1.4288463592529297,-1.9585075378417969,-2.1997201442718506,-2.051645040512085
-2.0837512016296387,-1.3311876058578491,-2.0885019302368164,-1.6067112684249878
-2.0950088500976562,-2.759033203125,-2.1790213584899902,-2.4241957664489746
-1.9106773138046265,-2.2595391273498535,-2.1081531047821045,-1.7471988201141357
-1.2204194068908691,-1.781527042388916,-1.435469150543213,-1.9158539772033691
-1.907702088356018,-1.2665659189224243,-1.8572200536727905,-1.4609798192977905
-1.7380763292312622,-1.4955302476882935,-1.7979971170425415,-1.858324646949768
-2.13584303855896,-1.4905602931976318,-2.2051234245300293,-1.9684557914733887
-1.5903120040893555,-2.5491514205932617,-2.0426719188690186,-2.5689990520477295
-1.665201187133789,-1.7500991821289062,-1.7631512880325317,-1.6147462129592896
-1.395061731338501,-2.344278573989868,-2.0247182846069336,-2.2117528915405273
-1.7165687084197998,-1.3433406352996826,-2.031527519226074,-1.928135871887207
-1.6861727237701416,-1.466604471206665,-1.869098424911499,-1.5049283504486084
-1.5883524417877197,-1.510071039199829,-1.5533523559570312,-1.8966407775878906
-1.7433911561965942,-1.7463380098342896,-1.895417332649231,-1.7121344804763794
-1.4824326038360596,-2.099461793899536,-1.8339316844940186,-2.2182586193084717
-1.6345213651657104,-2.466554641723633,-1.7011620998382568,-2.2761876583099365
-1.560135841369629,-1.6660833358764648,-1.5546351671218872,-1.9012194871902466
-1.7998491525650024,-1.2064844369888306,-2.0199878215789795,-1.6596553325653076
-1.4898650646209717,-2.0114200115203857,-1.924393653869629,-2.0432348251342773
-2.0443954467773438,-1.5139046907424927,-2.3644890785217285,-1.9170230627059937
-1.762951135635376,-1.7555181980133057,-1.8870694637298584,-2.079366445541382
-1.6675777435302734,-1.3100719451904297,-2.4684877395629883,-1.6513584852218628
-1.4555526971817017,-1.7487808465957642,-1.6951968669891357,-1.882572889328003
-1.2257376909255981,-1.874055027961731,-1.6746269464492798,-1.7093998193740845
-1.496699333190918,-2.392725944519043,-2.05735182762146,-2.531019926071167
-1.5141034126281738,-1.74967622756958,-1.8573309183120728,-1.7937036752700806
-2.374770164489746,-1.36396324634552,-2.259075164794922,-1.8591862916946411
-1.0856924057006836,-2.1052350997924805,-1.6658889055252075,-2.1771345138549805
-1.293580174446106,-1.9086543321609497,-1.5455992221832275,-1.9475862979888916
-2.2280774116516113,-1.8316502571105957,-1.787274718284607,-1.272788405418396
-2.297882080078125,-1.297237515449524,-1.9397106170654297,-1.592519760131836
-2.2348434925079346,-2.1228058338165283,-2.035982608795166,-1.6693730354309082
-1.85986328125,-1.3522472381591797,-1.7827991247177124,-1.6257442235946655
-1.7567418813705444,-1.7482389211654663,-2.1442699432373047,-2.0239086151123047
-1.944301962852478,-1.412502646446228,-2.2180891036987305,-1.3303537368774414
-1.504626750946045,-1.9229063987731934,-1.9997071027755737,-2.058283805847168
-1.9308478832244873,-1.3789622783660889,-1.7998032569885254,-1.660036563873291
-2.103393077850342,-1.3134113550186157,-2.2537343502044678,-1.698251485824585
-2.2246222496032715,-1.4753469228744507,-2.0434770584106445,-1.542216181755066
-1.5252000093460083,-1.559352993965149,-1.6404409408569336,-1.1613359451293945
-1.9634896516799927,-1.4960366487503052,-2.1225666999816895,-1.714434027671814
-2.3423335552215576,-1.2114646434783936,-2.1050641536712646,-1.840665578842163
-1.979509949684143,-1.1432348489761353,-2.053319215774536,-1.6108906269073486
-1.9679455757141113,-1.170595645904541,-1.9918395280838013,-1.6295939683914185
-1.9675664901733398,-1.0909223556518555,-1.885088562965393,-1.354012131690979
-2.145571231842041,-1.4727654457092285,-2.022096633911133,-1.5543423891067505
-1.893582820892334,-2.063628673553467,-1.7497614622116089,-1.9110010862350464
-1.469484567642212,-1.6103899478912354,-1.84971022605896,-1.9193761348724365
-1.865403175354004,-1.3133649826049805,-2.0400848388671875,-1.5358961820602417
-1.7374122142791748,-1.7737853527069092,-1.969846487045288,-1.6507318019866943
-2.2236199378967285,-2.082733631134033,-2.1416964530944824,-1.4227118492126465
-2.5817198753356934,-1.7877534627914429,-2.4915809631347656,-1.7918224334716797
-2.4464759826660156,-1.1973876953125,-2.1501517295837402,-1.6779741048812866
-2.2453579902648926,-1.9369875192642212,-1.9759668111801147,-1.5969613790512085
-1.5209765434265137,-1.6549391746520996,-1.7344998121261597,-1.6703957319259644
-2.442458152770996,-2.2314252853393555,-2.024653434753418,-1.5997058153152466
-1.974353551864624,-2.3554494380950928,-1.805055022239685,-2.216561794281006
-1.7732653617858887,-1.401780605316162,-2.1169586181640625,-1.6588002443313599
-1.7756658792495728,-2.043337345123291,-2.027247905731201,-2.1588683128356934
-1.5770617723464966,-1.7192355394363403,-1.7958439588546753,-1.6422070264816284
-2.069153308868408,-2.66465425491333,-2.4299216270446777,-2.480639934539795
-2.1435413360595703,-1.502466082572937,-2.195366621017456,-1.8170382976531982
-2.2920446395874023,-1.2185546159744263,-2.27413272857666,-1.1374081373214722
-1.9295809268951416,-2.5362741947174072,-2.180375337600708,-2.0940563678741455
-2.703352928161621,-1.6185790300369263,-2.594550848007202,-1.850461721420288
-2.208930015563965,-1.7577389478683472,-2.348508358001709,-2.072803020477295
-2.207454204559326,-0.9610971212387085,-2.2788963317871094,-1.8122711181640625
-1.6475756168365479,-2.0076048374176025,-1.7807340621948242,-2.0121335983276367
-2.0906147956848145,-1.3404165506362915,-1.8515219688415527,-1.7625441551208496
-2.0588345527648926,-1.494682788848877,-2.186556339263916,-1.8212589025497437
-2.299318790435791,-2.083998203277588,-2.1650381088256836,-1.5747861862182617
-1.8764753341674805,-2.0792150497436523,-1.993938684463501,-1.7725012302398682
-1.5558819770812988,-1.5456585884094238,-2.181654691696167,-1.9552085399627686
-1.4161350727081299,-2.0380165576934814,-1.6741893291473389,-1.9517734050750732
-1.7632932662963867,-2.3872575759887695,-2.285938024520874,-2.509671926498413
-1.396628499031067,-2.075984001159668,-1.8425747156143188,-1.8471752405166626
-1.7946439981460571,-1.9734598398208618,-2.2837932109832764,-2.2953383922576904
-2.0978903770446777,-1.60078763961792,-2.209728956222534,-1.3850524425506592
-1.726832389831543,-1.2309236526489258,-1.5973092317581177,-1.6586991548538208
-1.6973140239715576,-2.0180881023406982,-1.785101056098938,-1.6495171785354614
-1.4378776550292969,-1.8718509674072266,-1.7115405797958374,-1.7155708074569702
-1.812504529953003,-1.6817595958709717,-2.2009921073913574,-1.9327043294906616
-1.47063410282135,-1.7735954523086548,-1.7679896354675293,-1.312873363494873
-2.160586357116699,-1.4568414688110352,-2.3235154151916504,-2.054844379425049
-1.9956786632537842,-2.8334414958953857,-2.3406031131744385,-2.3837473392486572
-1.9897526502609253,-1.7438992261886597,-1.9265339374542236,-2.071622133255005
-1.5513875484466553,-1.8469312191009521,-1.7895233631134033,-2.1431057453155518
-1.553745150566101,-1.6176069974899292,-2.069699764251709,-1.9333339929580688
-1.3031774759292603,-1.7616792917251587,-1.7943856716156006,-1.543475866317749
-1.1717826128005981,-1.583760380744934,-1.7431503534317017,-1.7588707208633423
-1.996132493019104,-1.431343674659729,-2.0666916370391846,-1.379451036453247
-2.0024542808532715,-1.6812549829483032,-2.3932714462280273,-1.4515275955200195
-1.4987465143203735,-2.5236010551452637,-1.7695813179016113,-2.3955254554748535
-2.107823371887207,-1.863053321838379,-2.2829017639160156,-2.283853530883789
-1.7571616172790527,-2.6488585472106934,-1.8451370000839233,-2.0519394874572754
-1.7654860019683838,-1.1397058963775635,-1.728322148323059,-1.0968371629714966
-1.3142979145050049,-1.8004295825958252,-1.5261609554290771,-1.9597527980804443
-1.5811430215835571,-1.5515466928482056,-1.7589499950408936,-1.4880263805389404
-2.170445442199707,-1.2182151079177856,-2.230983257293701,-1.72293221950531
-1.9379205703735352,-1.5041322708129883,-1.961098551750183,-1.5123871564865112
-2.399334192276001,-1.9927523136138916,-2.1298317909240723,-1.4020370244979858
-1.6925725936889648,-1.2990827560424805,-1.8184044361114502,-1.3864223957061768
-1.6130881309509277,-2.263942241668701,-2.6013240814208984,-2.6123533248901367
-2.0963263511657715,-1.6781193017959595,-2.3007752895355225,-1.3532445430755615
-2.3828139305114746,-1.6503101587295532,-2.0120689868927,-1.3333122730255127
-1.452264428138733,-1.9048172235488892,-1.8964043855667114,-1.6880074739456177
-2.054164409637451,-1.2388566732406616,-2.2387495040893555,-1.9010876417160034
-1.93373441696167,-1.3228812217712402,-1.8429828882217407,-1.4195629358291626
-1.3767341375350952,-2.4202942848205566,-1.8983221054077148,-2.2693357467651367
-1.8453559875488281,-1.909515380859375,-1.7321189641952515,-1.182287573814392
-2.0233819484710693,-1.2386834621429443,-2.416121244430542,-1.8504836559295654
-1.880089282989502,-1.80711030960083,-1.9872856140136719,-2.1037349700927734
-1.9245109558105469,-2.099241256713867,-1.9450652599334717,-1.3105895519256592
-1.341147780418396,-2.0292906761169434,-1.9267725944519043,-2.4004530906677246
-2.0236778259277344,-1.7234745025634766,-1.691178560256958,-1.5659286975860596
-1.770796298980713,-1.5409302711486816,-2.004696846008301,-1.5899763107299805
-1.7997245788574219,-1.64593505859375,-1.7669897079467773,-1.4523019790649414
-1.8067911863327026,-1.465854525566101,-1.9410980939865112,-1.5929192304611206
-1.8367209434509277,-1.5470614433288574,-1.9150476455688477,-1.7829999923706055
-2.362912654876709,-2.246886730194092,-2.4350953102111816,-1.922987461090088
-1.4106417894363403,-1.7435179948806763,-1.7048416137695312,-1.6937122344970703
-1.3301129341125488,-1.701073169708252,-1.8670250177383423,-2.096137523651123
-1.793582558631897,-1.5972381830215454,-2.0320816040039062,-1.1900272369384766
-2.3515868186950684,-1.854422926902771,-2.500965118408203,-1.9437246322631836
-1.9253634214401245,-2.3133068084716797,-2.0203959941864014,-1.989384412765503
-1.3885587453842163,-1.8341020345687866,-1.9346271753311157,-1.747247338294983
-1.455235242843628,-1.475682020187378,-1.8216266632080078,-1.7114410400390625
-2.0190279483795166,-1.280151605606079,-2.1415159702301025,-1.787445306777954
-2.0326786041259766,-1.1924877166748047,-1.9976235628128052,-1.1681863069534302
-1.2536226511001587,-1.9727293252944946,-1.710307240486145,-1.9159690141677856
-1.7408729791641235,-1.6641422510147095,-1.993133306503296,-2.150977849960327
-1.9591330289840698,-2.301778793334961,-1.921830177307129,-2.00124454498291
-1.840350866317749,-2.580919027328491,-2.3752570152282715,-2.467332363128662
-2.122473955154419,-2.097125291824341,-1.4545433521270752,-1.3348877429962158
-1.9797953367233276,-2.6340885162353516,-1.985745906829834,-1.980048656463623
-2.1032073497772217,-1.9981677532196045,-2.1555778980255127,-2.275958299636841
-2.2561352252960205,-2.1065380573272705,-2.405482292175293,-2.1285810470581055
-1.5811532735824585,-1.5974515676498413,-2.0444674491882324,-1.59395170211792
-1.8597939014434814,-2.481175661087036,-1.990335464477539,-2.3984012603759766
-1.6466631889343262,-1.7889456748962402,-1.7541006803512573,-1.805465579032898
-1.3727906942367554,-2.0952868461608887,-1.7261698246002197,-2.0634500980377197
-1.687256097793579,-1.5085413455963135,-1.767507791519165,-1.6510107517242432
-1.790700912475586,-1.9585094451904297,-2.0166966915130615,-2.0883538722991943
-1.881146788597107,-1.5934442281723022,-1.9247992038726807,-1.8785192966461182
-1.2484606504440308,-1.7495325803756714,-1.4280925989151,-1.8880935907363892
-1.9337341785430908,-1.4752781391143799,-1.8625773191452026,-1.5180643796920776
-1.8957349061965942,-2.5763473510742188,-1.8143752813339233,-2.645782947540283
-2.3159432411193848,-1.6988320350646973,-2.036585569381714,-1.420689344406128
-1.7714946269989014,-2.35798716545105,-1.692653775215149,-2.2316970825195312
-1.5969538688659668,-1.7457404136657715,-1.973564624786377,-1.3641457557678223
-1.6705491542816162,-2.146482229232788,-1.974042296409607,-1.8808969259262085
-1.5292829275131226,-1.6049855947494507,-1.9590991735458374,-1.9729121923446655
-1.9902422428131104,-1.289959192276001,-2.0254039764404297,-1.4772013425827026
-1.2454386949539185,-2.0920000076293945,-1.6096606254577637,-2.124755382537842
-2.2046494483947754,-1.3480058908462524,-1.9185351133346558,-1.5284422636032104
-1.8732259273529053,-1.9133946895599365,-1.8077032566070557,-2.246706247329712
-1.4936537742614746,-2.7730765342712402,-1.9914275407791138,-2.2809934616088867
-2.0694708824157715,-1.3448253870010376,-2.088205099105835,-1.8741567134857178
-1.7730588912963867,-1.8243322372436523,-2.000619649887085,-2.006700277328491
-1.9937174320220947,-1.6164896488189697,-2.0351054668426514,-1.661818265914917
-1.5738534927368164,-1.351069450378418,-1.6910778284072876,-1.2214370965957642
-1.5048496723175049,-2.6981937885284424,-2.030343532562256,-2.145150661468506
-2.2618846893310547,-1.5962467193603516,-2.5735645294189453,-1.8733195066452026
-2.0850582122802734,-1.859989047050476,-2.240860939025879,-2.3057432174682617
-2.4398608207702637,-1.0365424156188965,-2.6214065551757812,-1.5781182050704956
-1.2803988456726074,-2.4745688438415527,-1.8370602130889893,-1.8059170246124268
-2.159633159637451,-1.571765422821045,-2.239485740661621,-1.279770851135254
-1.8016148805618286,-2.495180130004883,-1.8812792301177979,-2.3339273929595947
-2.3252205848693848,-1.37357759475708,-2.0613350868225098,-1.526497483253479
-1.882315754890442,-1.6901904344558716,-2.4348487854003906,-1.9401301145553589
-2.0013701915740967,-1.5224673748016357,-2.1077051162719727,-1.6932421922683716
-1.3971014022827148,-1.8145112991333008,-1.9326893091201782,-2.026231288909912
-1.5268330574035645,-2.003025531768799,-1.9418917894363403,-2.088547706604004
-1.420166015625,-1.4876251220703125,-1.9516069889068604,-1.9708216190338135
-1.9427261352539062,-1.5818042755126953,-2.0573596954345703,-2.0342941284179688
-2.080394744873047,-1.473123550415039,-2.0790557861328125,-1.844045639038086
-1.8082033395767212,-1.5994001626968384,-1.9588247537612915,-1.8670374155044556
-2.3047635555267334,-1.323871374130249,-2.2786176204681396,-1.816039800643921
-1.642151117324829,-1.5557444095611572,-1.9578142166137695,-1.2585725784301758
