concept1,concept2,similarity
weapon,aircraft carrier,0.4776684045791626
weapon,highlighter,0.47751498222351074
weapon,bush,0.4763435423374176
weapon,sock,0.47607505321502686
weapon,handle,0.47601598501205444
weapon,tape recorder,0.4748653769493103
weapon,timer,0.4748457372188568
weapon,switch,0.47408729791641235
weapon,bus,0.474076509475708
weapon,footrest,0.4736957252025604
weapon,valve,0.47344970703125
weapon,calculator,0.4732266664505005
weapon,vegetable,0.47295910120010376
weapon,cereal,0.47248685359954834
weapon,license plate,0.47199851274490356
weapon,canister,0.4719927906990051
weapon,generator,0.47144871950149536
weapon,domino,0.47121644020080566
weapon,triangle,0.47072306275367737
weapon,bird,0.470302015542984
weapon,locker,0.4688279628753662
weapon,slicer,0.4677015542984009
weapon,briefcase,0.4667937457561493
weapon,headrest,0.4667831063270569
weapon,stuffing,0.4652690291404724
weapon,lightbulb,0.465252161026001
weapon,strap,0.4640325903892517
weapon,zipper,0.4635606110095978
weapon,coil,0.4633297920227051
weapon,bookshelf,0.4632124900817871
weapon,arrow,0.4618234634399414
weapon,tree,0.4617556631565094
weapon,potato,0.46130064129829407
weapon,garbage truck,0.4602651000022888
weapon,watch,0.46011900901794434
weapon,pillow,0.4599456787109375
weapon,cash machine,0.4588504135608673
weapon,nail,0.4576367735862732
weapon,boat,0.45667383074760437
weapon,headlight,0.4539830684661865
weapon,seatbelt,0.45346081256866455
weapon,pipe,0.4527294635772705
weapon,missile,0.45269638299942017
weapon,couch,0.452065110206604
weapon,notebook,0.45146021246910095
weapon,vending machine,0.45136719942092896
weapon,pillbox,0.4513475298881531
weapon,pumpkin,0.45094048976898193
weapon,bandage,0.4506818652153015
weapon,pitcher,0.44994401931762695
weapon,bulletproof vest,0.449448823928833
weapon,boot,0.4493749737739563
weapon,statue,0.44871166348457336
weapon,swordfish,0.44845083355903625
weapon,headband,0.4480116069316864
weapon,fly,0.4480048716068268
weapon,music box,0.44750452041625977
weapon,ballot box,0.4458707273006439
weapon,cookie,0.4453050494194031
weapon,food processor,0.44434428215026855
weapon,computer screen,0.44412699341773987
weapon,visor,0.4439743757247925
weapon,stamp,0.4438632130622864
weapon,dice,0.44355547428131104
weapon,trunk,0.44336551427841187
weapon,shuffleboard,0.44211795926094055
weapon,duckling,0.4412861764431
weapon,blower,0.4407975673675537
weapon,book,0.43956249952316284
weapon,pocket,0.4394124746322632
weapon,rocket,0.43934160470962524
weapon,taxi,0.43870076537132263
weapon,water bottle,0.4386308491230011
weapon,boxer shorts,0.43830496072769165
weapon,lightning bug,0.43790119886398315
weapon,bullet,0.43774154782295227
weapon,bumper,0.4369576573371887
weapon,bomb,0.4369415044784546
weapon,wheelchair,0.43547117710113525
weapon,doorhandle,0.4346330761909485
weapon,fruitcake,0.4337329566478729
weapon,lectern,0.4336324632167816
weapon,drill,0.43351009488105774
weapon,ready meal,0.43345436453819275
weapon,outfit,0.43231379985809326
weapon,dog,0.43197453022003174
weapon,record player,0.43127870559692383
weapon,copier,0.43096068501472473
weapon,letter opener,0.43020951747894287
weapon,pocket watch,0.4300495386123657
weapon,rollerskate,0.4291410446166992
weapon,steering wheel,0.4278357923030853
weapon,polygraph,0.4255037009716034
weapon,cardigan,0.42503654956817627
weapon,dryer,0.4236227869987488
weapon,sweater,0.42326730489730835
weapon,paper bag,0.4230720102787018
weapon,piggy bank,0.4230080246925354
weapon,hubcap,0.42245596647262573
weapon,rollerblade,0.42228561639785767
weapon,stockings,0.4220319390296936
weapon,beanie,0.42192715406417847
weapon,envelope,0.4219263792037964
weapon,cart,0.421621710062027
weapon,cracker,0.42150741815567017
weapon,crate,0.4214344620704651
weapon,punch,0.42087095975875854
weapon,candy cane,0.4207291901111603
weapon,clipper,0.42056238651275635
weapon,cooker,0.4204238951206207
weapon,latch,0.41965073347091675
weapon,coaster,0.4196323752403259
weapon,first-aid kit,0.41955286264419556
weapon,desk,0.41894441843032837
weapon,machine gun,0.41885101795196533
weapon,unicycle,0.41863012313842773
weapon,bug,0.4181467294692993
weapon,jeans,0.41807642579078674
weapon,air conditioner,0.4180121421813965
weapon,lunchbox,0.4179151654243469
weapon,catapult,0.4176638722419739
weapon,chalkboard,0.4174649119377136
weapon,coffee table,0.41720035672187805
weapon,vacuum,0.4165436625480652
weapon,subway,0.41632384061813354
weapon,camel,0.41606250405311584
weapon,landmine,0.41587862372398376
weapon,tube top,0.4152076244354248
weapon,water heater,0.4147650897502899
weapon,toast,0.41476011276245117
weapon,ruler,0.4144993722438812
weapon,speedometer,0.4142277240753174
weapon,firetruck,0.41395533084869385
weapon,perfume,0.41390448808670044
weapon,speedboat,0.41378599405288696
weapon,cable,0.4131554961204529
weapon,buffet,0.41302090883255005
weapon,cello,0.412744402885437
weapon,eye patch,0.4120403528213501
weapon,pickle,0.41178032755851746
weapon,rifle,0.41154634952545166
weapon,wineglass,0.41153576970100403
weapon,closet,0.41145971417427063
weapon,comb,0.4111503064632416
weapon,modem,0.41077250242233276
weapon,paperclip,0.4101194441318512
weapon,gear,0.41008102893829346
weapon,vest,0.409229040145874
weapon,hairpin,0.40906909108161926
weapon,cannonball,0.40905502438545227
weapon,amplifier,0.40886807441711426
weapon,egg,0.40828579664230347
weapon,odometer,0.40738898515701294
weapon,walker,0.40712249279022217
weapon,drum,0.4067104160785675
weapon,curry,0.40649086236953735
weapon,candy,0.40595197677612305
weapon,chipmunk,0.4050009846687317
weapon,handkerchief,0.4049537777900696
weapon,spark plug,0.4040244221687317
weapon,car seat,0.4038299322128296
weapon,fast food,0.4035020172595978
weapon,peg,0.40330904722213745
weapon,penlight,0.4032994210720062
weapon,pencil sharpener,0.4032622277736664
weapon,cup,0.4025776982307434
weapon,wire,0.4024723172187805
weapon,soldering iron,0.40232914686203003
weapon,metal detector,0.40201878547668457
weapon,coverall,0.40164655447006226
weapon,beachball,0.4012301564216614
weapon,roadsweeper,0.39989763498306274
weapon,coat,0.39978891611099243
weapon,airplane,0.39948558807373047
weapon,dart,0.39920076727867126
weapon,carrot,0.39908161759376526
weapon,curling iron,0.3988583981990814
weapon,hotdog,0.398836612701416
weapon,flipper,0.39874759316444397
weapon,bracket,0.3987216353416443
weapon,filing cabinet,0.3986169397830963
weapon,poster,0.39801228046417236
weapon,shredder,0.3977378308773041
weapon,grenade,0.39754754304885864
weapon,paper,0.39743590354919434
weapon,uniform,0.39735305309295654
weapon,refrigerator,0.3971961736679077
weapon,bandana,0.39648616313934326
weapon,toilet paper,0.3953844904899597
weapon,centerpiece,0.3947182893753052
weapon,egg roll,0.3944159150123596
weapon,hash,0.3941265940666199
weapon,monkey,0.3939935266971588
weapon,bear,0.39363789558410645
weapon,camper,0.3931191861629486
weapon,robot,0.3929188847541809
weapon,lampshade,0.3928278684616089
weapon,slipper,0.39250537753105164
weapon,figurine,0.39239513874053955
weapon,washing machine,0.39208728075027466
weapon,footbath,0.39205050468444824
weapon,router,0.3917589485645294
weapon,popsicle,0.3913170099258423
weapon,corsage,0.391311913728714
weapon,wrap,0.3909902572631836
weapon,grain,0.3908943235874176
weapon,air mattress,0.38951361179351807
weapon,hoodie,0.3894668519496918
weapon,blackberry,0.3889159858226776
weapon,freezer,0.388852059841156
weapon,toaster,0.38801756501197815
weapon,headscarf,0.38798022270202637
weapon,organ,0.387747585773468
weapon,station wagon,0.38677674531936646
weapon,shortbread,0.3866596221923828
weapon,piglet,0.38658466935157776
weapon,airbag,0.3864874839782715
weapon,beaker,0.3864193260669708
weapon,wallpaper,0.38586723804473877
weapon,barrette,0.3858019709587097
weapon,tick,0.3857349753379822
weapon,glue,0.3852047324180603
weapon,dishwasher,0.38502877950668335
weapon,toaster oven,0.38476383686065674
weapon,jumpsuit,0.3847331404685974
weapon,crystal ball,0.3845164179801941
weapon,cage,0.38431882858276367
weapon,pin,0.3841094672679901
weapon,worm,0.38380277156829834
weapon,ladder,0.3836866021156311
weapon,brace,0.3836270570755005
weapon,shopping cart,0.3833049535751343
weapon,headdress,0.38323506712913513
weapon,bread,0.3832187056541443
weapon,bassoon,0.38292208313941956
weapon,jacket,0.38248422741889954
weapon,helmet,0.3820987343788147
weapon,water filter,0.38153165578842163
weapon,clasp,0.38145941495895386
weapon,horse,0.38136544823646545
weapon,parrot,0.3813556432723999
weapon,veil,0.38089102506637573
weapon,cake mix,0.3807397782802582
weapon,tie,0.3807024657726288
weapon,submarine,0.3805597424507141
weapon,screw,0.3804945945739746
weapon,hot-water bottle,0.38048994541168213
weapon,fish,0.38043850660324097
weapon,chariot,0.3802776634693146
weapon,car door,0.38019585609436035
weapon,stool,0.3801807761192322
weapon,school bus,0.3799322843551636
weapon,fishbowl,0.37973248958587646
weapon,snowplow,0.37955424189567566
weapon,vase,0.3789045810699463
weapon,grass,0.3788601756095886
weapon,fountain pen,0.37858307361602783
weapon,oven,0.3782311975955963
weapon,berry,0.37818315625190735
weapon,test tube,0.3780992925167084
weapon,donut,0.37793511152267456
weapon,coffee bean,0.37765181064605713
weapon,snack,0.37675046920776367
weapon,gearshift,0.37656736373901367
weapon,tape,0.37638378143310547
weapon,anteater,0.37631893157958984
weapon,rearview mirror,0.3759232759475708
weapon,nail file,0.37529975175857544
weapon,mold,0.374621719121933
weapon,dresser,0.3744763433933258
weapon,crossbow,0.3736632466316223
weapon,backscratcher,0.37359005212783813
weapon,wine bottle,0.37334972620010376
weapon,diaper,0.37285950779914856
weapon,pinwheel,0.37274229526519775
weapon,goose,0.37254059314727783
weapon,overalls,0.37217310070991516
weapon,mongoose,0.3720614016056061
weapon,barnacle,0.3716294765472412
weapon,coffin,0.3712724447250366
weapon,staple gun,0.3707610070705414
weapon,jewelry,0.37066003680229187
weapon,shorts,0.3705379366874695
weapon,blueberry,0.37041398882865906
weapon,gumball,0.3704111576080322
weapon,birdhouse,0.3700302541255951
weapon,knife,0.3699275255203247
weapon,blowfish,0.3699273467063904
weapon,sword,0.3696988523006439
weapon,pliers,0.3695114254951477
weapon,fishnet stockings,0.3684951663017273
weapon,corset,0.3683660626411438
weapon,rocking chair,0.36817988753318787
weapon,pocketknife,0.36787334084510803
weapon,magnifying glass,0.36781707406044006
weapon,lamp,0.3676779866218567
weapon,rubber band,0.3675968050956726
weapon,sofa bed,0.3674343228340149
weapon,crayon,0.3673498034477234
weapon,mattress,0.3671824336051941
weapon,wedge,0.36699363589286804
weapon,sewing machine,0.36694103479385376
weapon,possum,0.3665698170661926
weapon,magnifier,0.3664756119251251
weapon,calf,0.3664686381816864
weapon,puppy,0.36628639698028564
weapon,doorknocker,0.36594241857528687
weapon,ice pack,0.365833044052124
weapon,pitchfork,0.3654957413673401
weapon,puppet,0.3653179705142975
weapon,shopping basket,0.36526697874069214
weapon,bowl,0.36525481939315796
weapon,brake,0.36438602209091187
weapon,snowmobile,0.36433660984039307
weapon,star fruit,0.36433345079421997
weapon,birdcage,0.36420464515686035
weapon,sifter,0.36416372656822205
weapon,notepad,0.3638094663619995
weapon,vial,0.3638049066066742
weapon,mushroom,0.363765150308609
weapon,rack,0.3637440800666809
weapon,windshield,0.36351674795150757
weapon,burner,0.363511323928833
weapon,nut,0.3633642792701721
weapon,space shuttle,0.3632553517818451
weapon,insole,0.3631485104560852
weapon,eagle,0.3630921244621277
weapon,scarf,0.36305177211761475
weapon,stove,0.36305147409439087
weapon,string cheese,0.3630208373069763
weapon,jump rope,0.362580806016922
weapon,nightstand,0.36246049404144287
weapon,flatiron,0.3624417781829834
weapon,grasshopper,0.362121045589447
weapon,strawberry,0.3620457947254181
weapon,skewer,0.36185720562934875
weapon,globe,0.3617708086967468
weapon,blowtorch,0.36175718903541565
weapon,marble,0.3616337776184082
weapon,pinball,0.36154067516326904
weapon,basket,0.3614802360534668
weapon,highchair,0.3613942265510559
weapon,onion,0.36138075590133667
weapon,easter egg,0.3613229990005493
weapon,swab,0.3613225221633911
weapon,ice-cream cone,0.36120712757110596
weapon,raincoat,0.36120545864105225
weapon,watermelon,0.3612035810947418
weapon,doily,0.36092036962509155
weapon,cord,0.36048007011413574
weapon,charger,0.3603648841381073
weapon,hamburger,0.360102117061615
weapon,blender,0.3596424460411072
weapon,birthday cake,0.35958296060562134
weapon,eraser,0.3592596650123596
weapon,wire cutters,0.35913798213005066
weapon,chalk,0.3591320514678955
weapon,raft,0.3590683341026306
weapon,breadstick,0.359027624130249
weapon,cummerbund,0.35897332429885864
weapon,toothbrush,0.35890907049179077
weapon,coffee,0.3588031530380249
weapon,shirt,0.3586026728153229
weapon,stroller,0.35859307646751404
weapon,fox,0.3584836721420288
weapon,earring,0.3582124710083008
weapon,popcorn,0.3580728769302368
weapon,beetle,0.35802775621414185
weapon,candle,0.35802343487739563
weapon,smoke alarm,0.3577031195163727
weapon,handbrake,0.35763758420944214
weapon,duster,0.3576298654079437
weapon,piecrust,0.35707932710647583
weapon,cruise ship,0.3567761778831482
weapon,shower cap,0.3563724160194397
weapon,meatball,0.3563503921031952
weapon,birdbath,0.3562752604484558
weapon,faucet,0.35610026121139526
weapon,mallet,0.3559540808200836
weapon,moss,0.35591593384742737
weapon,crouton,0.35584110021591187
weapon,wafer,0.3557392358779907
weapon,ice cream,0.3555574417114258
weapon,laptop,0.3554988205432892
weapon,wrench,0.3552040755748749
weapon,spider,0.35508453845977783
weapon,bench,0.3548208773136139
weapon,lab coat,0.35475826263427734
weapon,knob,0.35470548272132874
weapon,crowbar,0.3544645607471466
weapon,pedal,0.35437506437301636
weapon,starfish,0.35393452644348145
weapon,maple syrup,0.3537569046020508
weapon,bike,0.35371527075767517
weapon,rope,0.3530474901199341
weapon,apple,0.35287606716156006
weapon,crown,0.35237419605255127
weapon,pantsuit,0.35230836272239685
weapon,cake,0.35230496525764465
weapon,skateboard,0.3522217869758606
weapon,nail clippers,0.35201865434646606
weapon,eel,0.35143429040908813
weapon,fork,0.35122519731521606
weapon,vulture,0.351030170917511
weapon,jukebox,0.35101765394210815
weapon,bagpipe,0.3504149615764618
weapon,mulberry,0.3501458466053009
weapon,apple tree,0.3499577045440674
weapon,airboat,0.3497004806995392
weapon,hairnet,0.3496370017528534
weapon,penguin,0.34949934482574463
weapon,pizza,0.349450021982193
weapon,mosquito,0.3492662310600281
weapon,hummingbird,0.3490050733089447
weapon,clothespin,0.348807156085968
weapon,catfish,0.3487394154071808
weapon,gyroscope,0.34861499071121216
weapon,webcam,0.3485574722290039
weapon,windshield wiper,0.34853261709213257
weapon,fig,0.34837648272514343
weapon,bin,0.3478280007839203
weapon,plaster cast,0.3476835787296295
weapon,trashcan,0.34758079051971436
weapon,tupperware,0.3475356996059418
weapon,bassinet,0.3475094437599182
weapon,duffel bag,0.34730806946754456
weapon,light switch,0.3472098112106323
weapon,radish,0.3469189703464508
weapon,mirror,0.34665200114250183
weapon,dagger,0.3464757204055786
weapon,life jacket,0.3463805615901947
weapon,pigeon,0.34636273980140686
weapon,police car,0.3461538553237915
weapon,cheetah,0.34614038467407227
weapon,coat rack,0.345772922039032
weapon,weed,0.34575581550598145
weapon,yacht,0.34559333324432373
weapon,parsley,0.3454808294773102
weapon,goat,0.3454301357269287
weapon,trumpet,0.34528613090515137
weapon,canoe,0.34525465965270996
weapon,mouse,0.34472402930259705
weapon,can opener,0.34419572353363037
weapon,flip-flop,0.3438026010990143
weapon,duck,0.3437853455543518
weapon,spatula,0.3437843322753906
weapon,exhaust pipe,0.34371083974838257
weapon,hippopotamus,0.3430856764316559
weapon,electric chair,0.3429981470108032
weapon,playing card,0.34287527203559875
weapon,ticktacktoe,0.34283047914505005
weapon,luggage,0.3424685597419739
weapon,ant,0.34223347902297974
weapon,tricycle,0.3420138359069824
weapon,rocking horse,0.3414820730686188
weapon,coop,0.34148162603378296
weapon,necklace,0.34115394949913025
weapon,goblet,0.3409460186958313
weapon,squirrel,0.3408033847808838
weapon,cannon,0.3406549096107483
weapon,spinach,0.3404356837272644
weapon,wetsuit,0.34036022424697876
weapon,place mat,0.34011566638946533
weapon,loincloth,0.34003710746765137
weapon,goldfish,0.33983758091926575
weapon,grinder,0.33955833315849304
weapon,chopsticks,0.3395569324493408
weapon,lingerie,0.3390272259712219
weapon,snake,0.33846062421798706
weapon,polar bear,0.3381335139274597
weapon,badger,0.33810991048812866
weapon,hinge,0.3378927707672119
weapon,sandwich,0.3375236690044403
weapon,applesauce,0.3370167315006256
weapon,oatmeal,0.33700817823410034
weapon,elephant,0.33690905570983887
weapon,orange,0.3367096185684204
weapon,petri dish,0.3366504907608032
weapon,raspberry,0.3366009593009949
weapon,squirt gun,0.33655062317848206
weapon,alligator,0.3357391059398651
weapon,screwdriver,0.3355117738246918
weapon,brownie,0.33547472953796387
weapon,toothpick,0.3353004455566406
weapon,eclair,0.33521318435668945
weapon,inkwell,0.33491331338882446
weapon,tweezers,0.334897518157959
weapon,humvee,0.334707647562027
weapon,chicken wire,0.33456695079803467
weapon,lemonade,0.3345182538032532
weapon,sugar cube,0.3342987596988678
weapon,hatbox,0.33428502082824707
weapon,hairspray,0.3342755138874054
weapon,clove,0.33404606580734253
weapon,jigsaw puzzle,0.33392512798309326
weapon,slug,0.33387115597724915
weapon,pencil,0.3335379958152771
weapon,belt buckle,0.3334270119667053
weapon,thermometer,0.3330722451210022
weapon,dress,0.3329432010650635
weapon,curtain,0.3323829770088196
weapon,hamster,0.33235636353492737
weapon,iguana,0.33232277631759644
weapon,batter,0.3322898745536804
weapon,beanbag,0.33211761713027954
weapon,plunger,0.3320249617099762
weapon,groundhog,0.3318902254104614
weapon,snowsuit,0.3317466676235199
weapon,swimming pool,0.3317204713821411
weapon,french horn,0.3316209614276886
weapon,funnel,0.33156490325927734
weapon,backgammon,0.3315519094467163
weapon,spring roll,0.3314221501350403
weapon,ladle,0.3311472237110138
weapon,ostrich,0.331132709980011
weapon,throne,0.3310992121696472
weapon,seal,0.33108383417129517
weapon,bolt,0.3310104012489319
weapon,measuring cup,0.33097410202026367
weapon,shears,0.3309663236141205
weapon,washcloth,0.33086538314819336
weapon,eggplant,0.33020707964897156
weapon,juice,0.32995426654815674
weapon,face mask,0.32989808917045593
weapon,seaweed,0.3296613395214081
weapon,corkscrew,0.3291947841644287
weapon,defibrillator,0.32905757427215576
weapon,pogo stick,0.3290427327156067
weapon,ladybug,0.32879436016082764
weapon,wine cooler,0.3287475109100342
weapon,hot-air balloon,0.3284098505973816
weapon,horn,0.32834941148757935
weapon,camcorder,0.32825493812561035
weapon,pepper mill,0.32810139656066895
weapon,bunkbed,0.32791614532470703
weapon,torpedo,0.32741641998291016
weapon,slot machine,0.3269018530845642
weapon,rolling pin,0.32682499289512634
weapon,syrup,0.3267896771430969
weapon,air pump,0.3267013430595398
weapon,polisher,0.3266247510910034
weapon,cloak,0.3266078531742096
weapon,peeler,0.32659798860549927
weapon,shaving cream,0.32650747895240784
weapon,beet,0.32615071535110474
weapon,hairbrush,0.3259997069835663
weapon,radio,0.3259044885635376
weapon,mole,0.32539016008377075
weapon,scissors,0.32536283135414124
weapon,safety pin,0.32521486282348633
weapon,joystick,0.3251737356185913
weapon,sunflower,0.32501986622810364
weapon,sandal,0.3249914050102234
weapon,scrambled egg,0.3247744143009186
weapon,apron,0.3245019316673279
weapon,hairdryer,0.3243646025657654
weapon,bowtie,0.3242473602294922
weapon,candlestick,0.32407212257385254
weapon,pants,0.3239717483520508
weapon,minivan,0.32361188530921936
weapon,pastry,0.3234851062297821
weapon,prune,0.3232634365558624
weapon,treadmill,0.32307806611061096
weapon,cd player,0.3229702115058899
weapon,turtle,0.32256898283958435
weapon,hyena,0.3223235607147217
weapon,otter,0.3222191333770752
weapon,eggbeater,0.32204049825668335
weapon,watering can,0.32170671224594116
weapon,bedpan,0.3215314447879791
weapon,milkshake,0.3214787244796753
weapon,doghouse,0.32134631276130676
weapon,scorpion,0.3212321996688843
weapon,lettuce,0.32121166586875916
weapon,sledgehammer,0.3211543560028076
weapon,cranberry,0.3210841417312622
weapon,tapestry,0.32101675868034363
weapon,buggy,0.32088857889175415
weapon,turntable,0.3208642601966858
weapon,gasket,0.3207434415817261
weapon,hose,0.3206310272216797
weapon,hatchet,0.3204532861709595
weapon,breakfast,0.31990259885787964
weapon,chips,0.3198281526565552
weapon,cougar,0.3197910785675049
weapon,cashew,0.3194608986377716
weapon,puffin,0.31936997175216675
weapon,sweatsuit,0.318978488445282
weapon,stethoscope,0.3186815679073334
weapon,razor blade,0.3184075951576233
weapon,ukulele,0.31839293241500854
weapon,seafood,0.3182642161846161
weapon,toad,0.31804290413856506
weapon,cupcake,0.31801366806030273
weapon,scalpel,0.317770391702652
weapon,rabbit,0.3175830543041229
weapon,pinecone,0.31723058223724365
weapon,incubator,0.3171427845954895
weapon,nightshirt,0.3168683350086212
weapon,dynamite,0.31666135787963867
weapon,chicken,0.3163610100746155
weapon,dragonfly,0.3160254657268524
weapon,revolver,0.3157825469970703
weapon,wreath,0.31569570302963257
weapon,cheese,0.31509143114089966
weapon,olive,0.31475749611854553
weapon,wolf,0.31469354033470154
weapon,roll,0.3146054744720459
weapon,jellyfish,0.3143266439437866
weapon,wine,0.31431862711906433
weapon,pie,0.3142200708389282
weapon,coffee pot,0.3140200078487396
weapon,raisin,0.31401050090789795
weapon,dip,0.3139660358428955
weapon,sled,0.31393304467201233
weapon,raccoon,0.3138818144798279
weapon,shaker,0.3137953281402588
weapon,stiletto,0.31375667452812195
weapon,christmas tree,0.3136616349220276
weapon,machete,0.3134993612766266
weapon,cabbage,0.31323540210723877
weapon,snail,0.3130756616592407
weapon,tortilla,0.31276291608810425
weapon,scone,0.31202563643455505
weapon,ski boots,0.31172794103622437
weapon,frisbee,0.3115827739238739
weapon,baseball bat,0.31154540181159973
weapon,panther,0.31151580810546875
weapon,blouse,0.31138575077056885
weapon,belt,0.31135058403015137
weapon,green beans,0.3112477660179138
weapon,toucan,0.3110154867172241
weapon,t-shirt,0.3109428882598877
weapon,icepick,0.3102240562438965
weapon,scanner,0.3100913166999817
weapon,knot,0.3095262050628662
weapon,frog,0.30932584404945374
weapon,doll,0.3091953992843628
weapon,noodle,0.3087771236896515
weapon,clam,0.3083685636520386
weapon,weasel,0.3082737922668457
weapon,saltshaker,0.30799388885498047
weapon,sunroof,0.30791497230529785
weapon,squash,0.30788201093673706
weapon,spear,0.3076879382133484
weapon,jackhammer,0.30749693512916565
weapon,syringe,0.30734607577323914
weapon,sausage,0.30723804235458374
weapon,stapler,0.307098388671875
weapon,cactus,0.3065008521080017
weapon,orchid,0.30644944310188293
weapon,crutch,0.3063964247703552
weapon,crow,0.3061579167842865
weapon,sloth,0.3060402274131775
weapon,casserole,0.305594265460968
weapon,top hat,0.30552947521209717
weapon,stained glass,0.3047042191028595
weapon,microwave,0.3046073913574219
weapon,rooster,0.3045215904712677
weapon,trolley,0.30451875925064087
weapon,undershirt,0.3045079708099365
weapon,crab,0.30426323413848877
weapon,snowshoe,0.3039196729660034
weapon,rose,0.30361562967300415
weapon,pistachio,0.303597092628479
weapon,scarecrow,0.3034457564353943
weapon,jelly bean,0.30307620763778687
weapon,moth,0.3028297424316406
weapon,hotplate,0.3027914762496948
weapon,hood,0.30273205041885376
weapon,wasp,0.30271148681640625
weapon,gingerbread man,0.3026276230812073
weapon,chime,0.30239272117614746
weapon,moccasin,0.30238020420074463
weapon,dolphin,0.3022597134113312
weapon,sweet potato,0.30215418338775635
weapon,pot,0.3018707036972046
weapon,eyeliner,0.3014378845691681
weapon,scrabble,0.3013575077056885
weapon,grape,0.3012368679046631
weapon,buckle,0.30067259073257446
weapon,boomerang,0.300420343875885
weapon,pony,0.30016010999679565
weapon,bed,0.3001461625099182
weapon,football helmet,0.3001179099082947
weapon,gumdrop,0.29982030391693115
weapon,rim,0.2996481955051422
weapon,fan,0.299527108669281
weapon,ferret,0.299428790807724
weapon,jet,0.29939210414886475
weapon,thermos,0.2992932200431824
weapon,seagull,0.2992545962333679
weapon,almond,0.29911768436431885
weapon,tent,0.29893776774406433
weapon,helicopter,0.2987072169780731
weapon,mashed potato,0.29856976866722107
weapon,teddy bear,0.298523485660553
